slug,id,cuisine,stars,count,where,available,sold-out
mamajuana-cafe-prime,70554,Caribbean,5.0,5,Riverdale,61,0
patricias-of-morris-park,6840,Italian,4.76,824,Morris Park,123,0
f-and-j-pine,70899,Italian,4.85,20,Bronx,184,0
mk-valencia-restaurant-and-lounge,50848,New American,4.65,303,Main Street,24,1
tobala,65397,Mexican,4.72,213,The Bronx,366,0
cka-ka-qellu-bronx,63191,Mediterranean,4.69,43,Belmont,30,0
sofia,66595,Italian Steakhouse,4.55,555,Englewood,366,0
zaab-zaab-queens,67377,Thai,4.57,109,Elmhurst,92,0
dantigua,60609,Latin American,4.53,13,"Jackson Heights, Queens",2,0
brown-sugar-restaurant,58357,Spanish,4.14,47,Inwood,366,0
marani,52982,Kosher,4.92,544,Rego Park,22,0
pizzeria-panina,59646,Pizza,4.88,337,Queens,25,0
kings-county-brewers-collective,37953,Beer,4.88,227,Bushwick,29,1
plein-air,65072,French,4.92,79,Ridgewood,16,0
a-un-brooklyn,64940,Japanese,4.87,72,Brooklyn,61,0
the-130-club,9549,Steakhouse,4.78,1730,Tenafly,38,0
etc-steakhouse,5478,Kosher,4.61,888,Teaneck,219,0
la-cucina-di-nava,54906,Italian,4.60,231,Teaneck,15,0
the-humble-toast,54912,American,4.07,93,Teaneck,10,0
salsa-bembe,67752,Puerto Rican,4.09,41,Yonkers,260,0
gus-last-word,52546,American,4.67,641,Wood-Ridge,364,0
jugemu,60137,Japanese,4.66,296,Cresskill,30,0
concourse-club,53310,Cocktail Bar,4.45,1293,Wood Ridge,31,0
kaizen-nyc,65842,Sushi,4.46,94,Flushing,92,0
the-grill-at-riverside,67663,New American,4.09,133,Hackensack,35,0
falansai-ny,50328,Vietnamese,4.79,1438,Bushwick,21,0
fiorentini,51533,Italian,4.76,1238,Downtown,42,0
ops-bk,36017,Pizza,4.81,1234,Bushwick,12,0
the-turks-inn,5389,New American,4.77,1044,Bushwick,41,1
odo,58568,Italian,4.81,749,Tuckahoe,21,4
tong,58295,Thai,4.77,547,Brooklyn,14,0
the-monkey-king,58861,Asian American,4.75,338,Bushwick,52,0
tabare-bushwick,55200,Latin American,4.81,269,Brooklyn,61,0
decades-pizza,69262,Pizza,4.79,84,Ridgewood,30,0
porcelain,51757,Asian American,4.75,427,Ridgewood,30,1
casa-ora,7563,Latin American,4.69,1206,Williamsburg,30,0
grand-vin,58797,Italian,4.69,796,Hoboken,12,0
when-in-bangkok,60041,Thai,4.69,138,Murray Hill,60,0
dinerbar,50952,American,4.72,105,Rego Park,61,0
farm-to-people-kitchen-and-bar,62568,Farm to Table,4.74,59,Bushwick,32,0
za-ya,69858,Japanese,4.7,10,Bushwick,25,0
santa-panza,33858,Italian,4.88,724,Bushwick,21,0
trad-room,54813,Japanese,4.78,420,Brooklyn,61,0
bar-camillo,25112,Italian,4.74,641,Bed-Stuy,26,0
maite,50905,New American,4.70,193,Bushwick,9,1
sallys,43197,Caribbean,4.7,170,Bed Stuy,13,1
lula-mae,69832,Cambodian,4.71,135,Clinton Hill,13,2
le-garage,1817,French,4.63,928,Bushwick,24,0
ediths-eatery-and-grocery,58976,Jewish American,4.58,424,Williamsburg,20,1
forrest-point,5197,American,4.62,156,Bushwick,0,0
tacombi-forest-hills,54489,Mexican,4.61,149,Queens,29,1
the-ten-bells-bk,58530,Natural Wine,4.62,78,Bushwick,0,304
shaking-crab-williamsburg,68095,Seafood,4.61,21,Brooklyn,61,0
nowadays,26712,Japanese,4.54,923,Ridgewood,52,0
mission-chinese-food-bushwick,4598,Chinese,4.48,823,Bushwick,0,0
aura-cocina,32206,Fusion,4.50,715,East Williamsburg,312,1
ammazzacaffe,60283,Italian,4.54,362,East Williamsburg,52,0
hummus-market-bk,52785,Mediterranean,4.5,42,Brooklyn,30,0
gentle-perch,9696,Korean,4.54,11,East Williamsburg,0,0
aged-steakhouse,52422,Steakhouse,4.38,201,"Forest Hills, Queens , NY",30,0
carneval-brooklyn,58622,Spanish Latin Caribbean,4.28,74,Brooklyn,92,0
la-mancha-tapas-bar,69915,Spanish,4.27,11,Brooklyn,260,0
fandi-mata,47399,Mediterranean,4.22,2480,Williamsburg,61,0
queens-bully,1463,BBQ,4.18,431,Forest Hills,365,0
republic-latin-fusion,64106,Latin American,4.18,352,"Williamsburg, Brooklyn",61,0
sea-wolf-bushwick,52943,Seafood,3.95,1072,Bushwick,60,0
jade-eatery-and-lounge,58515,Asian,4.00,316,Queens,123,0
hiyake-williamsburg,65253,Japanese,3.79,59,Williamsburg,105,0
rebel-cafe,51580,American,3.52,307,Bushwick,18,0
no-aloha,60773,New American,3.37,8,East Williamsburg,0,0
cafe-paulette,7440,French,4.65,2235,Fort Greene,77,0
saraghina,52610,Italian,4.68,1725,Bedford-Stuyvesant,0,30
the-ryerson,8247,Brunch,4.67,790,Crown Heights,16,0
graziellas-restaurant-and-wood-burning-pizza,6748,Italian,4.73,681,Clinton Hill/Ft Greene,14,0
pilar-cuban-restaurant,43108,Cuban,4.70,247,Bed Stuy,29,0
black-iris,38882,Mediterranean,4.65,184,Fort Greene,30,0
dick-and-janes-bar-room,60095,Brasserie,4.65,155,Bed-Stuy,92,0
otway,976,American,4.60,2865,Clinton Hill,21,0
dino,2011,Italian,4.60,1697,Fort Greene,30,0
atti,64796,Korean BBQ,4.64,272,Downtown Brooklyn,40,0
maomao,63238,Thai,4.59,126,Bushwick,30,0
himitsu,70266,Sushi,5.0,4,Queens,8,0
veranda-restaurant,28930,Mediterranean,4.8,145,Bayside,30,0
taste-buds-matter,12779,Vegetarian,5.0,None,South Jamaica,0,0
crabtrees-restaurant,54209,Mediterranean,4.83,1049,Floral Park,29,1
the-harrison-floral-park,3614,American,4.73,5327,Floral Park,365,0
luigis,65517,Italian,4.65,32,New Hyde Park,365,0
mumskitchens-nyc,10867,Caribbean,5.0,None,St. Albans,0,0
inday,64784,Indian,4.34,43,Brooklyn,30,0
st-mazie,52765,European,4.21,530,Williamsburg,30,0
miss-favela,6154,Brazilian,4.16,253,Brooklyn,208,0
hole-in-the-wall-williamsburg,59028,Australian,4.16,73,Brooklyn,29,1
bondi-sushi-williamsburg,70630,Sushi,4.10,19,Brooklyn,14,0
room1hundred,67431,Spanish Latin Caribbean,3.93,129,Brooklyn,366,0
mekelburgs,53266,New American,3.92,26,Brooklyn,14,0
the-last-call,68863,Drinks and Snacks,3.94,18,Williamsburg,22,0
sea-thai-restaurant,51484,Thai,3.77,1278,Williamsburg,61,0
tiga,32869,Sushi,4.91,1622,Port Washington,21,0
3982,3982,Italian,4.85,1363,Prospect Lefferts Garden,25,0
jia,64580,Dim Sum,4.89,864,Port Washington,14,0
kingfish-oyster,60407,Seafood,4.87,520,Prospect Lefferts Gardens,10,0
and-sons-ham-bar,37248,Wine,4.94,263,Prospect Lefferts Gardens,14,0
jonathans-restaurant,69011,American,4.92,80,New Hyde Park,89,1
patrick-steakhouse,70672,Steakhouse,4.9,10,Crown Heights,61,0
camillo,1677,Italian,4.83,2782,Prospect Lefferts Gardens,31,0
aunts-et-uncles,37628,Plant-based,4.82,319,Flatbush,30,0
bosphorus-cafe-grill,68070,Turkish,4.82,34,Port Washington,7,0
mayfield,2238,American,4.67,2160,Crown Heights,20,0
victor,49480,Mediterranean,4.68,1534,Gowanus,29,1
gersi-bkl,26425,Italian,4.68,1496,Carroll Gardens,348,0
loreto,50166,Italian,4.71,1265,Downtown Brooklyn,92,0
kuun,53356,Korean,4.56,295,Downtown Brooklyn,60,0
bar-francis,65482,Cocktail Bar,4.62,94,Brooklyn,20,0
han-dynasty-delkab-market,65853,Szechuan,4.61,91,Downtown Brooklyn,60,0
maison-sun,50868,Asian,4.62,32,Boerum Hill,30,1
sisters,4023,American,4.46,1485,Clinton Hill,30,0
imani,2514,Caribbean,4.52,1108,Clinton Hill,29,1
black-forest-brooklyn-fort-greene,1876,German,4.52,977,Fort Greene,30,0
endswell,6972,French,4.52,732,Fort Greene,30,0
osteria-brooklyn,62902,Italian,4.50,396,Brooklyn- Clinton Hill,123,0
putnams-pub-ny,37477,Irish,4.48,365,Clinton Hill,28,0
fritz-cocktail-bar,57175,Pizza,4.52,141,Brooklyn,0,0
margot,71366,French,5.0,None,Brooklyn,25,4
saraghina-caffe,55507,Italian,4.44,1662,Brooklyn,30,0
tacombi-fort-greene,2600,Mexican,4.36,1363,Fort Greene,29,1
las-santas,8476,Mexican,4.38,826,Downtown Brooklyn,30,0
claw-daddys-brooklyn,64711,Creole,4.37,164,Brooklyn,51,0
fancyfree,50369,American,4.21,128,Fort Greene,60,0
sociale,3301,Italian,4.72,1947,Carroll Gardens,184,0
lore-brooklyn,58523,Local,4.72,905,Brooklyn,25,0
negril-bk,58756,Caribbean,4.73,888,"Park Slope, Brooklyn",77,0
chela_bk,39821,Mexican,4.66,872,Park Slope,30,0
2591,2591,New American,4.65,853,Park Slope,10,0
aita-trattoria,4029,Italian,4.66,821,Crown Heights,16,0
guss-chop-house,64836,American,4.68,707,Carroll Gardens,14,0
sweet-polly,4108,Cocktail Bar,4.69,614,Prospect Heights,30,0
gruit-garden-and-eatery,7090,American,4.65,604,Crown Heights,22,0
ozakaya,60962,Japanese,4.70,494,Prospect Heights,30,0
1375,1375,American,4.70,396,Red Hook,51,0
rana-fifteen,65551,Mediterranean,4.70,268,Gowanus,17,0
shan,60346,Szechuan,4.70,202,Brooklyn,14,0
greenwood-park,27001,American,4.66,202,Park Slope South,12,2
casa-azul,60576,Mexican,4.65,167,Park Slope,31,0
medusa-greek-tavern,55508,Greek,4.65,159,Brooklyn,30,0
tinys-cantina,66467,Mexican,4.66,9,Prospect Heights,30,0
faun,591,Italian,4.61,6607,Prospect Heights,35,0
bricolage,5352,Vietnamese,4.58,3016,Park Slope,17,0
grand-army,1317,Seafood,4.61,3009,Boerum Hill,31,0
red-hook-lobster-pound,1292,Seafood,4.62,2282,Red Hook,30,0
dinosaur-bar-b-que-brooklyn,3889,BBQ,4.59,2043,Gowanus,7,0
public-records,5914,Vegan,4.61,1841,Gowanus,23,2
white-tiger,29948,Korean Gastropub,4.55,652,Prospect Heights,61,0
wasan-brooklyn,50713,Japanese,4.57,332,Park Slope,30,0
ruthies,65215,American,4.56,311,Carroll Gardens,12,0
bogota-latin-bistro,58525,Latin American,4.64,283,Brooklyn,30,0
marco-polo-ristorante,68283,Italian,4.59,74,Brooklyn,52,0
bees-knees-provisions,65852,European,4.62,58,Brooklyn,30,0
levant-on-smith,70078,French,4.55,18,Cobble Hill,366,0
convivium-osteria,8032,Italian,4.50,891,Park Slope,55,0
black-forest-brooklyn-smith-st,1872,German,4.52,712,Cobble Hill,30,0
bass-and-bourbon,58678,Kosher,4.45,505,Red Hook,25,1
mile-end-delicatessen,66855,Jewish,4.49,63,Boerum Hill,30,0
verde-on-smith,70097,Italian,5.0,2,Brooklyn,366,0
cafe-kitsune-brooklyn,60430,French-American and Japanese,5.0,None,Brooklyn,0,0
patti-anns,59407,American,4.44,963,Prospect Heights,20,0
the-boil-brooklyn,61157,Seafood,4.40,152,Brooklyn,79,0
upstairs-at-public-records,67435,Lounge,4.43,83,Brooklyn,12,0
court-street-tavern,40827,American,4.25,779,Carroll Gardens,21,0
miti-miti,58526,Mexican,4.33,138,Brooklyn,29,1
shaking-crab-park-slope,65660,Seafood,4.30,26,Park Slope,31,0
pizza-secret,5199,Italian,4.14,87,Park Slope,7,0
evalyns-taphouse,67721,Gastropub,3.4,5,Gowanus,85,0
kitchen-step,4931,American,4.71,1667,Jersey City,24,1
bar-crudo-bk,39817,Seafood,4.55,819,Park Slope,60,0
no-7-restaurant,29839,American,4.63,279,Prospect Heights,35,0
benchmark,64574,Steakhouse,4.64,139,"Park Slope, Brooklyn",61,0
masalawala,31545,Indian,4.50,1303,Park Slope,3,22
centanni,5217,Italian,4.48,695,Crown Heights,184,0
cafe-rue-dix,59066,West African,4.52,202,Crown Heights ,30,0
yellow-magnolia-cafe,70119,Contemporary American,4.46,154,Brooklyn,24,0
bangkok-degree,71000,Thai,5.0,3,Park Slope,61,0
petite patate,5814,French,4.44,3376,Prospect Heights,20,0
sweet-brooklyn-bar,69381,American,4.36,11,Crown Heights,92,0
meat,7093,Kosher,4.17,103,Crown Heights,256,0
suite-704,58242,Caribbean,4.17,45,Crown Heights,10,0
emily-squared-park-slope,67562,Pizza,3.96,241,Brooklyn,7,0
hendrix-house-bedstuy,65200,Caribbean,3.63,86,Bedstuy,105,0
king-mother,50851,Natural Wine,4.94,422,Ditmas Park,14,0
sweet-catch-brooklyn,68665,Seafood,4.61,106,Prospect Lefferts Gardens,78,0
uncle-teds-chinese-cuisine,50008,Chinese,4.57,40,Greenwich Village,32,0
